filename,width,height,class,xmin,ymin,xmax,ymax
DSC03070_JPG.rf.f8a76029783f4ac38cc82a19794f3093.jpg,640,640,Bungkus Makanan,350,128,381,174
DSC03070_JPG.rf.f8a76029783f4ac38cc82a19794f3093.jpg,640,640,Bungkus Minuman,303,519,346,579
DSC03058_JPG.rf.f4e9ae09de8106a7e98c53dc9a6ccb00.jpg,640,640,Kantong Plastik,267,199,392,404
DSC02406_JPG.rf.f278ff9099cf0f23b60ed169e3d48725.jpg,640,640,Bungkus Minuman,305,301,338,336
DSC03082_JPG.rf.f2dabb923c76a465512ec17e862ef943.jpg,640,640,Bungkus Makanan,202,509,250,583
DSC03082_JPG.rf.f2dabb923c76a465512ec17e862ef943.jpg,640,640,Bungkus Makanan,569,154,605,220
DSC03082_JPG.rf.f2dabb923c76a465512ec17e862ef943.jpg,640,640,Bungkus Minuman,418,436,474,539
DSC03082_JPG.rf.f2dabb923c76a465512ec17e862ef943.jpg,640,640,Bungkus Makanan,481,228,513,254
DSC03082_JPG.rf.f2dabb923c76a465512ec17e862ef943.jpg,640,640,Kantong Plastik,153,582,236,640
IMG_2450_jpg.rf.f89922576e6e1c912712b15c6eaae7e9.jpg,640,640,Kantong Plastik,245,330,300,362
IMG_2450_jpg.rf.f89922576e6e1c912712b15c6eaae7e9.jpg,640,640,Bungkus Makanan,536,304,565,321
IMG_2450_jpg.rf.f89922576e6e1c912712b15c6eaae7e9.jpg,640,640,Kantong Plastik,239,274,284,300
IMG_2450_jpg.rf.f89922576e6e1c912712b15c6eaae7e9.jpg,640,640,Kantong Plastik,82,252,208,308
DSC02650_JPG.rf.f315631946fb9caa8836bd2d284895c8.jpg,640,640,Bungkus Makanan,372,290,440,357
DSC02650_JPG.rf.f315631946fb9caa8836bd2d284895c8.jpg,640,640,Bungkus Minuman,126,120,161,162
DSC02650_JPG.rf.f315631946fb9caa8836bd2d284895c8.jpg,640,640,Bungkus Minuman,225,280,255,318
DSC02650_JPG.rf.f315631946fb9caa8836bd2d284895c8.jpg,640,640,Bungkus Minuman,401,581,442,634
DSC02650_JPG.rf.f315631946fb9caa8836bd2d284895c8.jpg,640,640,Bungkus Minuman,37,378,58,418
DSC02650_JPG.rf.f315631946fb9caa8836bd2d284895c8.jpg,640,640,Kantong Plastik,302,126,333,164
213-anorganik_jpeg.rf.f402eedf9488c5ca91ada67b65a16995.jpg,640,640,Botol Plastik,238,308,387,397
DSC02899_JPG.rf.f7c3419238cc1486780b84e7a83d5923.jpg,640,640,Bungkus Makanan,303,315,336,342
171-anorganik_jpeg.rf.fb892346f789e861131fbc4fe93b4927.jpg,640,640,Bungkus Makanan,277,246,375,354
DSC02879_JPG.rf.f8f10ca8816de4d657bf507cc8913996.jpg,640,640,Kantong Plastik,309,309,343,346
DSC03119_JPG.rf.f92e2255f8bf434b01de8803a1ff2641.jpg,640,640,Bungkus Makanan,191,269,436,579
DSC03119_JPG.rf.f92e2255f8bf434b01de8803a1ff2641.jpg,640,640,Bungkus Makanan,528,96,640,309
DSC02902_JPG.rf.f9f032287fca797d7cf5f1715d52bf43.jpg,640,640,Kantong Plastik,168,274,264,487
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,231,378,267,398
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Minuman,346,467,377,493
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Minuman,390,451,405,476
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Minuman,259,490,277,510
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,176,452,202,479
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,101,481,162,527
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Botol Plastik,45,480,92,516
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Botol Plastik,292,493,364,536
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Botol Plastik,370,532,394,565
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Botol Plastik,598,402,633,418
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Botol Plastik,584,408,618,429
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Makanan,404,458,466,513
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Minuman,344,537,367,557
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,184,428,216,453
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Makanan,490,556,519,592
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Makanan,511,495,537,521
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,460,475,496,510
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Makanan,507,404,575,481
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,499,263,543,284
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,489,348,509,367
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,279,171,302,183
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,337,163,354,175
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Kantong Plastik,471,172,486,182
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Bungkus Minuman,320,541,342,568
WhatsApp-Image-2024-11-27-at-13-41-29_a15b9d06_jpg.rf.f9409ce7a0b7b9a551653455dde1d01e.jpg,640,640,Botol Plastik,500,616,510,628
DSC02361_JPG.rf.fb248cf0219fe1e9dc2ab07c4d8e619b.jpg,640,640,Botol Plastik,303,282,339,321
DSC02942_JPG.rf.fb460a96b1da53635e5ea29d3545f3db.jpg,640,640,Bungkus Makanan,310,278,341,335
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Makanan,262,311,322,353
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Makanan,184,322,226,375
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Makanan,373,599,424,640
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Makanan,405,381,431,412
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Makanan,399,439,415,487
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Makanan,542,253,569,291
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Makanan,117,381,156,406
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Kantong Plastik,516,17,568,68
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Kantong Plastik,505,194,525,220
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Kantong Plastik,483,232,512,266
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Kantong Plastik,406,352,438,394
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Kantong Plastik,230,266,283,315
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,25,537,44,569
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,7,548,26,577
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,145,367,164,390
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,143,390,167,414
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,397,315,427,352
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,409,317,430,341
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,364,323,406,378
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,368,359,386,382
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,400,548,425,576
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,465,382,482,410
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,522,195,537,220
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,535,237,548,260
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Bungkus Minuman,568,78,580,101
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,481,328,500,366
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,469,348,489,384
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,439,366,475,397
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,389,324,417,356
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,409,414,430,485
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,438,532,458,565
DSC02693_JPG.rf.fbf7a0bfd5089b83f3b5bd53f200b81b.jpg,640,640,Botol Plastik,346,585,382,640
DSC02657_JPG.rf.fa85d97ac159b76a476b851b85454640.jpg,640,640,Bungkus Makanan,276,273,350,382
DSC02314_JPG.rf.fa108ed185e5616a79a387df51bd377d.jpg,640,640,Kantong Plastik,294,296,349,332
DSC03198_JPG.rf.f8de265741848f25da7516a0f2a8345d.jpg,640,640,Bungkus Minuman,313,304,337,335
DSC03198_JPG.rf.f8de265741848f25da7516a0f2a8345d.jpg,640,640,Kantong Plastik,179,500,262,593
DSC02996_JPG.rf.fa0213f11b746ea305d0ea21647bfe03.jpg,640,640,Botol Plastik,306,283,345,352
173-anorganik_jpeg.rf.fbdb903fa5254eb663fe6789f8562e51.jpg,640,640,Bungkus Minuman,296,258,403,347
DSC02982_JPG.rf.fcfa757333e1a1435ed43022713e9ab6.jpg,640,640,Kantong Plastik,504,423,553,480
DSC02982_JPG.rf.fcfa757333e1a1435ed43022713e9ab6.jpg,640,640,Bungkus Minuman,298,76,309,93
DSC02982_JPG.rf.fcfa757333e1a1435ed43022713e9ab6.jpg,640,640,Kantong Plastik,305,225,346,263
DSC02982_JPG.rf.fcfa757333e1a1435ed43022713e9ab6.jpg,640,640,Kantong Plastik,156,366,218,452
DSC02982_JPG.rf.fcfa757333e1a1435ed43022713e9ab6.jpg,640,640,Bungkus Minuman,46,371,59,394
DSC03123_JPG.rf.fe99ef7563a62e0b19ee4da5841bf9b4.jpg,640,640,Kantong Plastik,137,171,469,640
DSC02962_JPG.rf.ffd968dd51cc422cd84df2421dbc264e.jpg,640,640,Bungkus Minuman,132,288,163,337
DSC03183_JPG.rf.fcdd8c88010f44878052fef3a936dbc3.jpg,640,640,Kantong Plastik,307,436,338,485
DSC03183_JPG.rf.fcdd8c88010f44878052fef3a936dbc3.jpg,640,640,Kantong Plastik,131,365,169,409
DSC03183_JPG.rf.fcdd8c88010f44878052fef3a936dbc3.jpg,640,640,Kantong Plastik,255,9,275,30
DSC02625_JPG.rf.fd1b8249f0be487ec16cf90435d94bfa.jpg,640,640,Botol Plastik,311,191,391,339
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,458,213,491,243
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,322,168,357,196
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,161,53,183,80
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,297,491,363,598
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,122,554,154,605
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,42,488,110,547
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,3,337,57,390
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,475,169,495,195
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,360,276,378,299
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,563,437,597,470
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Botol Plastik,538,351,607,458
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Botol Plastik,555,528,591,618
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Botol Plastik,392,472,441,568
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,371,527,434,609
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,268,286,282,318
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Kantong Plastik,155,232,228,327
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Kantong Plastik,243,322,276,371
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Kantong Plastik,269,334,363,487
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,330,324,344,354
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,155,124,184,147
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Kantong Plastik,170,567,223,640
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Kantong Plastik,44,350,106,385
WhatsApp-Image-2024-11-27-at-13-41-28_c63202ae_jpg.rf.ffaeeddc2270533ccba57369d47cd88e.jpg,640,640,Bungkus Makanan,585,521,640,588
DSC02793_JPG.rf.f8d9a2e4d77104e5255ceca9f4773aa0.jpg,640,640,Kantong Plastik,120,41,477,255
DSC02793_JPG.rf.f8d9a2e4d77104e5255ceca9f4773aa0.jpg,640,640,Kantong Plastik,251,365,596,611
DSC02793_JPG.rf.f8d9a2e4d77104e5255ceca9f4773aa0.jpg,640,640,Bungkus Minuman,217,252,407,341
DSC02793_JPG.rf.f8d9a2e4d77104e5255ceca9f4773aa0.jpg,640,640,Bungkus Minuman,8,475,193,581
DSC02621_JPG.rf.fdaa3589325e24dd91f42a09c5de62d5.jpg,640,640,Bungkus Makanan,256,239,417,393
DSC02633_JPG.rf.fe4b03bf91ab7eaa4fb7807691845f6e.jpg,640,640,Botol Plastik,278,320,354,376
DSC02633_JPG.rf.fe4b03bf91ab7eaa4fb7807691845f6e.jpg,640,640,Bungkus Minuman,258,246,306,332
